Date,Total_Demand
2016-10-11,76300.0
2016-10-12,95500.0
2016-10-13,40000.0
2016-10-14,171000.0
2016-10-17,106400.0
2016-10-18,76500.0
2016-10-19,107000.0
2016-10-20,69000.0
2016-10-21,121500.0
2016-10-24,148300.0
2016-10-25,43200.0
2016-10-26,169800.0
2016-10-27,119200.0
2016-10-28,219500.0
2016-10-31,65500.0
2016-11-01,96000.0
2016-11-02,68000.0
2016-11-04,98500.0
2016-11-07,152200.0
2016-11-08,72000.0
2016-11-09,192200.0
2016-11-10,96700.0
2016-11-11,125700.0
2016-11-14,66000.0
2016-11-15,220300.0
2016-11-16,32300.0
2016-11-17,138000.0
2016-11-18,185000.0
2016-11-21,206000.0
2016-11-22,66600.0
2016-11-24,84000.0
2016-11-25,129400.0
2016-11-27,0.0
2016-11-28,123500.0
2016-11-29,138000.0
2016-11-30,232000.0
2016-12-01,166700.0
2016-12-02,96700.0
2016-12-05,81700.0
2016-12-06,231000.0
2016-12-07,137200.0
2016-12-08,51000.0
2016-12-09,230400.0
2016-12-12,47500.0
2016-12-13,246000.0
2016-12-14,70500.0
2016-12-15,27200.0
2016-12-16,79000.0
2016-12-19,113200.0
2016-12-20,113000.0
2016-12-21,248000.0
2016-12-22,220000.0
2016-12-25,0.0
2016-12-26,300000.0
2016-12-27,31300.0
2016-12-28,53000.0
